area,bedrooms,bathrooms,balcony,location,price
1850,3,4,1,Chennai,12385000
1670,3,3,0,Chennai,16150000
2849,3,3,1,Chennai,29300000
1170,2,3,3,Chennai,13470000
801,3,3,0,Chennai,5940000
1263,3,3,1,Chennai,7405000
1523,5,5,2,Chennai,5915000
1142,2,2,3,Chennai,6035000
1154,2,2,1,Chennai,8765000
1915,3,3,1,Chennai,10755000
2295,4,5,2,Chennai,36305000
3243,3,3,2,Chennai,43660000
2509,3,4,3,Chennai,26780000
3343,3,3,2,Chennai,42050000
673,1,1,2,Chennai,5035000
503,1,1,3,Chennai,5315000
3171,3,4,1,Chennai,46805000
2690,4,4,2,Chennai,17550000
1669,5,5,1,Chennai,13770000
741,2,2,1,Chennai,5220000
2669,4,5,2,Chennai,38890000
2335,5,6,1,Chennai,32305000
1588,3,3,0,Chennai,19040000
1912,3,3,3,Chennai,20735000
2709,5,5,0,Chennai,19260000
2289,5,5,1,Chennai,30430000
1659,3,4,0,Chennai,14680000
698,1,2,2,Chennai,4920000
2014,3,4,1,Chennai,18005000
886,2,2,0,Chennai,6020000
1938,3,3,3,Chennai,14655000
2606,4,4,0,Chennai,28785000
3496,4,4,0,Chennai,56175000
625,1,1,1,Chennai,4605000
3219,3,3,0,Chennai,30585000
3481,5,5,3,Chennai,71220000
3399,5,5,2,Chennai,42170000
1199,2,2,0,Chennai,6275000
2199,4,4,2,Chennai,33310000
1569,3,4,1,Chennai,5165000
3451,5,5,3,Chennai,43440000
1265,2,3,1,Chennai,13995000
3463,4,4,3,Chennai,39040000
1846,4,4,0,Chennai,15520000
500,2,2,1,Chennai,4745000
2526,5,5,3,Chennai,26750000
911,2,3,0,Chennai,6635000
1842,5,5,3,Chennai,13740000
2451,5,5,3,Chennai,28005000
2966,4,4,2,Chennai,33115000
1542,4,5,2,Chennai,7370000
1496,2,2,1,Chennai,14185000
1856,3,3,0,Chennai,21825000
3373,4,4,1,Chennai,40955000
2373,3,3,1,Chennai,34955000
2763,4,5,2,Chennai,37525000
2764,4,4,1,Chennai,29555000
1176,2,2,2,Chennai,11150000
1209,3,3,1,Chennai,9535000
2154,3,3,0,Chennai,30070000
3076,3,3,1,Chennai,24600000
2605,3,3,1,Chennai,37020000
959,2,3,1,Chennai,8670000
1293,2,2,3,Chennai,13090000
556,1,1,2,Chennai,2585000
502,2,3,2,Chennai,4385000
1804,5,5,3,Chennai,18605000
3479,3,3,1,Chennai,33410000
2926,4,4,3,Chennai,30950000
1142,2,2,2,Chennai,12475000
1706,5,5,1,Chennai,17625000
2454,3,3,3,Chennai,13975000
2943,3,4,0,Chennai,35435000
3419,5,6,0,Chennai,48585000
768,1,1,3,Chennai,2935000
790,1,2,3,Chennai,9445000
3373,5,5,0,Chennai,22360000
1777,4,5,3,Chennai,15640000
2139,4,4,2,Chennai,25185000
3223,3,3,1,Chennai,37290000
3061,4,4,3,Chennai,33750000
1423,2,2,2,Chennai,13615000
955,3,3,2,Chennai,8385000
2266,3,4,1,Chennai,41580000
1620,4,4,0,Chennai,19010000
1372,2,2,1,Chennai,12300000
1702,4,4,2,Chennai,20230000
1519,3,3,1,Chennai,17195000
963,3,4,3,Chennai,10005000
521,1,1,2,Chennai,2260000
538,1,1,1,Chennai,3585000
2708,3,3,1,Chennai,40600000
2423,3,4,0,Chennai,39080000
579,1,1,3,Chennai,5290000
732,1,2,0,Chennai,7765000
2093,3,3,1,Chennai,22245000
1459,2,2,0,Chennai,16210000
1398,3,4,1,Chennai,11805000
2831,5,5,0,Chennai,21755000
1388,3,4,2,Chennai,10505000
3111,4,4,1,Chennai,32495000
794,1,1,3,Chennai,6220000
3117,3,3,2,Chennai,32005000
1555,3,4,3,Chennai,15060000
1913,4,4,0,Chennai,15295000
2620,3,3,3,Chennai,38845000
661,2,3,0,Chennai,6225000
2097,5,5,3,Chennai,28785000
726,2,2,0,Chennai,6100000
1285,3,3,3,Chennai,8155000
3233,4,4,2,Chennai,37200000
1146,3,3,0,Chennai,10120000
2906,3,3,0,Chennai,32825000
1142,3,4,2,Chennai,7360000
3398,3,3,3,Chennai,32325000
2086,5,5,2,Chennai,28975000
1024,3,3,1,Chennai,9090000
1282,3,3,1,Chennai,9445000
1988,3,3,0,Chennai,16295000
2601,3,4,1,Chennai,28820000
2240,4,5,0,Chennai,20595000
526,1,2,0,Chennai,4270000
3193,3,3,1,Chennai,32930000
2630,3,3,0,Chennai,31905000
2010,5,6,0,Chennai,21805000
621,1,2,3,Chennai,4955000
2929,3,3,2,Chennai,56010000
2928,3,4,2,Chennai,46910000
2334,4,4,2,Chennai,26185000
3135,3,4,1,Chennai,23250000
2934,4,4,3,Chennai,32250000
1239,2,2,0,Chennai,10205000
1066,2,2,3,Chennai,8845000
2817,4,5,3,Chennai,35620000
3326,3,4,0,Chennai,47445000
1970,4,5,1,Chennai,25765000
709,1,2,3,Chennai,7015000
1636,4,4,0,Chennai,16635000
3089,3,3,3,Chennai,29185000
1071,3,3,2,Chennai,11645000
965,3,3,1,Chennai,9095000
3231,3,3,2,Chennai,44185000
2441,5,6,2,Chennai,45030000
3314,4,5,2,Chennai,15340000
998,2,2,0,Chennai,3845000
2343,3,3,2,Chennai,28410000
1225,2,2,1,Chennai,11790000
2238,3,4,2,Chennai,26125000
632,1,2,0,Chennai,5055000
2465,4,4,1,Chennai,33650000
2882,3,3,3,Chennai,25700000
1237,2,3,3,Chennai,12610000
1962,4,4,0,Chennai,16905000
828,2,2,3,Chennai,6940000
3284,3,3,2,Chennai,49965000
1587,5,5,2,Chennai,13870000
2758,3,4,3,Chennai,34170000
3185,3,4,0,Chennai,47625000
1099,3,3,3,Chennai,7780000
1606,4,4,1,Chennai,13490000
690,1,1,3,Chennai,4640000
1862,4,4,3,Chennai,13210000
2632,3,3,3,Chennai,34710000
2629,3,4,3,Chennai,17140000
2821,3,4,2,Chennai,32685000
1234,3,3,2,Chennai,6490000
2247,3,4,0,Chennai,21580000
1348,2,3,2,Chennai,11380000
2205,3,3,1,Chennai,23435000
1847,5,6,2,Chennai,12540000
1688,3,4,3,Chennai,15435000
3449,3,4,1,Chennai,27820000
2907,3,3,0,Chennai,21545000
1779,4,5,1,Chennai,18645000
2382,3,3,2,Chennai,33370000
2899,3,4,2,Chennai,31340000
1684,3,3,2,Chennai,18130000
1329,2,2,1,Chennai,10090000
2409,3,3,3,Chennai,26285000
1788,3,3,1,Chennai,22360000
1234,3,4,1,Chennai,8645000
1752,3,4,0,Chennai,15265000
674,1,1,1,Chennai,4520000
2817,4,4,3,Chennai,30745000
1358,2,2,2,Chennai,11645000
3446,3,3,2,Chennai,31215000
1901,4,5,0,Chennai,18945000
3357,3,3,1,Chennai,49615000
3052,3,3,1,Chennai,33315000
3421,3,3,0,Chennai,44980000
1269,2,2,2,Chennai,12530000
829,3,3,0,Chennai,3675000
634,2,3,2,Chennai,5925000
3302,3,4,0,Chennai,33995000
1339,3,3,3,Chennai,8695000
1478,2,3,3,Chennai,10685000
2867,4,4,1,Chennai,43775000
1049,2,2,1,Chennai,10585000
2210,3,3,2,Chennai,16555000
1183,2,2,2,Chennai,8945000
2317,3,3,3,Chennai,22405000
1670,4,5,3,Chennai,8385000
2368,3,3,2,Chennai,33915000
1259,3,3,0,Chennai,11715000
2918,3,3,2,Chennai,33215000
2664,4,5,2,Chennai,26180000
3428,3,3,1,Chennai,42975000
886,2,2,3,Chennai,7790000
1210,3,3,1,Chennai,9775000
2795,3,3,1,Chennai,24645000
2532,3,3,0,Chennai,23305000
1917,4,4,2,Chennai,14440000
3442,3,4,1,Chennai,42545000
3415,4,4,3,Chennai,50135000
1431,2,2,0,Chennai,10245000
2223,3,3,3,Chennai,24950000
2704,3,4,2,Chennai,40045000
1766,3,4,2,Chennai,11845000
2437,3,3,2,Chennai,32415000
1613,3,4,1,Chennai,10920000
2419,3,3,3,Chennai,19635000
2017,3,4,0,Chennai,24395000
2357,3,3,2,Chennai,18130000
2164,4,4,2,Chennai,28515000
1440,3,4,3,Chennai,11745000
2500,5,6,2,Chennai,22530000
1538,5,6,1,Chennai,15635000
2268,4,5,0,Chennai,23940000
2766,5,5,3,Chennai,26495000
3018,5,5,1,Chennai,28665000
2679,3,3,3,Chennai,12515000
1067,3,3,0,Chennai,5965000
1079,2,2,0,Chennai,7670000
594,1,2,1,Chennai,5615000
3218,3,4,0,Chennai,48060000
663,1,1,3,Chennai,6465000
3036,5,6,1,Chennai,41635000
686,2,3,3,Chennai,5550000
3394,3,3,0,Chennai,24370000
1546,4,4,2,Chennai,13950000
766,1,1,2,Chennai,2565000
776,2,2,1,Chennai,6345000
1440,3,3,1,Chennai,10675000
1865,4,4,2,Chennai,21720000
2856,4,4,2,Chennai,35115000
3294,3,4,0,Chennai,41055000
2860,4,4,3,Chennai,30500000
2379,3,3,2,Chennai,23080000
618,1,2,3,Chennai,6095000
1665,5,6,2,Chennai,10300000
2357,3,4,0,Chennai,27350000
1419,3,4,1,Chennai,11025000
2431,4,4,3,Chennai,14525000
3042,5,6,2,Chennai,47840000
2423,4,5,0,Chennai,25315000
1417,2,3,0,Chennai,14900000
974,2,2,2,Chennai,8280000
3118,5,5,2,Chennai,19655000
1556,4,5,0,Chennai,7470000
1466,3,3,1,Chennai,16330000
3340,3,4,3,Chennai,40980000
1066,2,3,3,Chennai,12365000
651,1,1,1,Chennai,4095000
3495,5,5,3,Chennai,46860000
556,2,2,1,Chennai,3790000
1921,5,5,1,Chennai,13590000
2998,4,4,0,Chennai,25355000
1504,4,5,3,Chennai,7045000
1164,3,3,1,Chennai,10330000
3460,3,3,0,Chennai,7470000
3490,4,4,1,Chennai,29000000
2161,3,3,3,Chennai,29525000
2548,3,3,1,Chennai,25620000
3251,5,5,1,Chennai,35165000
2925,5,5,0,Chennai,30130000
2540,3,4,0,Chennai,21635000
3296,3,4,0,Chennai,51920000
866,3,3,3,Chennai,7800000
1712,3,3,0,Chennai,17885000
674,1,1,1,Chennai,5345000
1564,3,3,0,Chennai,19315000
1896,4,4,1,Chennai,19635000
3018,3,4,0,Chennai,23460000
874,3,3,1,Chennai,9500000
907,2,2,2,Chennai,8645000
529,1,2,2,Chennai,3490000
1120,2,2,1,Chennai,10340000
2542,3,4,1,Chennai,36085000
3322,4,5,0,Chennai,29435000
1094,2,2,1,Chennai,9160000
1194,2,3,3,Chennai,11355000
1861,4,5,0,Chennai,14090000
1142,3,3,0,Chennai,11605000
1199,2,3,0,Chennai,11475000
976,2,2,0,Chennai,11075000
2538,4,4,1,Chennai,35725000
3141,4,4,1,Chennai,37215000
1749,5,5,1,Chennai,14055000
2992,3,3,0,Chennai,31730000
2638,3,3,2,Chennai,21325000
1739,4,4,3,Chennai,14025000
2050,4,5,0,Chennai,27000000
1497,2,2,0,Chennai,11245000
798,2,3,3,Chennai,5310000
2775,3,4,1,Chennai,23340000
1630,5,6,1,Chennai,10425000
1138,3,4,3,Chennai,7315000
3003,4,4,2,Chennai,31260000
1641,3,3,3,Chennai,12820000
723,1,2,2,Chennai,7525000
3409,4,4,0,Chennai,33975000
637,1,2,1,Chennai,6395000
1011,2,2,2,Chennai,8715000
2395,5,5,2,Chennai,32470000
3469,5,6,0,Chennai,33035000
2683,5,5,3,Chennai,33235000
573,2,2,2,Chennai,5375000
1859,4,4,1,Chennai,14260000
1292,2,2,3,Chennai,11415000
2206,3,4,1,Chennai,32565000
2737,3,3,2,Chennai,34990000
587,1,1,0,Chennai,3390000
746,2,3,0,Chennai,6970000
2021,4,4,3,Chennai,16250000
1950,5,6,3,Chennai,12670000
2001,3,3,3,Chennai,26830000
621,1,1,0,Chennai,5970000
3083,3,4,2,Chennai,35610000
1227,2,2,3,Chennai,9875000
2034,4,5,2,Chennai,12500000
1407,3,4,0,Chennai,10515000
2195,3,3,3,Chennai,25320000
1088,3,3,0,Chennai,10295000
2058,3,4,1,Chennai,16695000
1049,3,4,1,Chennai,8775000
698,1,2,1,Chennai,6155000
2723,3,3,2,Chennai,34185000
2368,3,4,0,Chennai,26180000
585,1,1,0,Chennai,4095000
3214,5,5,2,Chennai,40635000
2343,4,5,2,Chennai,31340000
3409,3,3,0,Chennai,40925000
2590,3,4,3,Chennai,27195000
2116,3,4,0,Chennai,26510000
1917,3,3,1,Chennai,12320000
1132,2,3,1,Chennai,10965000
1254,3,3,2,Chennai,9545000
2271,3,3,1,Chennai,19810000
2541,3,4,3,Chennai,11995000
2066,3,3,3,Chennai,18390000
3148,5,5,1,Chennai,33570000
588,2,3,3,Chennai,2885000
534,1,1,2,Chennai,5375000
2919,4,4,0,Chennai,35135000
1888,3,3,0,Chennai,14425000
3242,3,4,3,Chennai,32865000
2973,4,4,2,Chennai,30880000
904,3,3,2,Chennai,7175000
2032,4,5,2,Chennai,18610000
746,1,1,0,Chennai,4850000
2832,3,3,1,Chennai,29505000
2230,5,6,2,Chennai,15695000
3128,4,4,0,Chennai,38165000
3389,4,4,1,Chennai,47710000
2501,3,3,2,Chennai,26195000
1411,2,2,0,Chennai,13365000
1485,2,2,1,Chennai,8765000
3339,3,3,0,Chennai,40875000
2047,4,4,0,Chennai,21410000
1875,3,4,0,Chennai,17840000
2256,3,3,0,Chennai,12445000
2721,3,4,1,Chennai,30370000
3083,3,4,3,Chennai,24670000
1080,2,2,1,Chennai,7760000
2167,5,6,2,Chennai,29600000
1662,3,3,0,Chennai,9470000
3112,4,4,3,Chennai,42915000
2438,3,4,2,Chennai,24405000
1829,3,3,0,Chennai,13400000
2444,4,4,2,Chennai,26615000
1718,4,4,2,Chennai,19175000
2284,4,4,3,Chennai,22230000
537,2,2,1,Chennai,3265000
3256,5,5,3,Chennai,30175000
1690,3,3,3,Chennai,14055000
1471,3,3,2,Chennai,8485000
911,3,3,0,Chennai,5895000
2514,5,5,3,Chennai,27860000
2257,3,4,2,Chennai,21215000
1383,3,3,2,Chennai,8185000
917,3,4,0,Chennai,9670000
2548,4,4,2,Chennai,13690000
2603,3,4,2,Chennai,37125000
3498,4,4,0,Chennai,37755000
1203,2,2,3,Chennai,13055000
2066,4,4,0,Chennai,16555000
1754,4,5,1,Chennai,15750000
3490,3,3,2,Chennai,28975000
2661,3,3,3,Chennai,39085000
2233,3,4,3,Chennai,21300000
1808,5,5,3,Chennai,18075000
955,3,3,3,Chennai,7410000
2137,5,5,1,Chennai,27700000
1275,2,3,1,Chennai,10445000
3289,3,4,2,Chennai,34120000
3391,4,5,2,Chennai,34250000
1918,3,3,0,Chennai,17535000
3313,4,4,1,Chennai,29440000
2827,4,5,2,Chennai,33670000
1790,5,5,1,Chennai,14725000
1502,5,6,3,Chennai,18345000
2121,3,3,0,Chennai,19210000
2103,5,6,3,Chennai,35175000
2725,5,6,1,Chennai,41750000
2127,3,4,3,Chennai,28130000
2317,3,3,3,Chennai,11745000
2798,3,4,1,Chennai,28350000
2821,4,5,3,Chennai,31975000
1301,3,3,3,Chennai,8400000
2367,3,4,3,Chennai,28655000
578,1,1,2,Chennai,3755000
728,1,1,0,Chennai,5715000
3488,5,5,1,Chennai,55190000
3407,4,4,2,Chennai,37485000
832,3,3,0,Chennai,7170000
2750,3,3,0,Chennai,19135000
749,1,1,0,Chennai,8830000
1529,3,3,1,Chennai,17120000
1190,3,4,2,Chennai,9000000
793,1,1,2,Chennai,4510000
2027,4,4,2,Chennai,31170000
2486,5,6,0,Chennai,26930000
2004,3,4,3,Chennai,25505000
1154,3,4,2,Chennai,7865000
2176,3,3,2,Chennai,25095000
1399,2,2,0,Chennai,11440000
866,3,3,2,Chennai,7000000
2129,5,5,3,Chennai,39820000
1897,3,3,0,Chennai,20375000
2091,3,3,1,Chennai,20850000
3100,4,5,0,Chennai,51285000
3071,3,3,3,Chennai,41945000
586,1,1,0,Chennai,4350000
1734,3,4,3,Chennai,13215000
3124,3,3,3,Chennai,52255000
1266,3,3,1,Chennai,11160000
1308,3,4,0,Chennai,8625000
984,3,4,2,Chennai,7435000
2402,3,3,0,Chennai,32085000
1905,3,3,0,Chennai,11945000
2026,5,5,1,Chennai,14385000
1482,3,3,3,Chennai,13135000
2965,3,3,1,Chennai,37920000
1232,2,3,1,Chennai,8365000
956,3,3,3,Chennai,9970000
1303,3,3,0,Chennai,11880000
1627,4,4,1,Chennai,15805000
1721,5,5,0,Chennai,18155000
1387,2,2,3,Chennai,12980000
1295,2,3,1,Chennai,7850000
1978,4,5,1,Chennai,15320000
744,1,1,3,Chennai,5580000
2383,4,4,2,Chennai,33470000
1384,3,3,3,Chennai,13250000
3106,3,3,2,Chennai,26740000
1816,5,5,3,Chennai,14095000
2408,4,4,3,Chennai,24255000
2826,5,5,3,Chennai,30135000
3263,3,3,2,Chennai,45320000
3188,3,4,1,Chennai,30335000
2107,3,3,2,Chennai,22845000
1035,2,2,2,Chennai,5690000
1314,3,3,1,Chennai,8135000
1895,3,3,1,Chennai,15550000
1096,2,3,3,Chennai,7825000
2381,3,3,3,Chennai,26420000
2910,3,3,1,Chennai,41090000
1008,3,4,1,Chennai,6920000
2320,3,3,2,Chennai,32265000
2809,4,4,0,Chennai,31040000
2144,3,4,3,Chennai,22620000
2940,4,5,1,Chennai,10410000
1587,4,4,3,Chennai,10050000
2602,3,3,3,Chennai,36965000
1139,2,2,2,Chennai,7605000
2843,3,3,2,Chennai,29545000
2320,4,4,1,Chennai,26465000
1603,4,4,0,Chennai,17955000
3202,3,4,0,Chennai,49240000
2308,5,5,1,Chennai,25575000
3452,3,3,1,Chennai,34155000
2306,3,3,3,Chennai,12405000
2268,3,3,3,Chennai,10795000
1933,4,4,2,Chennai,11425000
717,1,2,2,Chennai,3150000
2094,4,4,1,Chennai,34000000
883,2,2,3,Chennai,8280000
768,1,1,3,Chennai,5785000
3221,5,5,1,Chennai,30865000
1480,2,3,3,Chennai,8130000
2853,5,5,3,Chennai,26450000
3124,5,5,0,Chennai,33070000
3314,4,5,1,Chennai,28585000
2375,3,3,3,Chennai,17070000
3200,5,6,1,Chennai,30465000
3466,3,3,2,Chennai,34390000
779,2,2,1,Chennai,4200000
1104,2,2,1,Chennai,8700000
965,2,2,3,Chennai,7040000
1649,3,4,2,Chennai,20080000
1319,2,2,3,Chennai,9485000
1312,3,3,0,Chennai,8865000
2037,4,4,1,Chennai,29785000
534,2,2,0,Chennai,4530000
1044,2,3,0,Chennai,9630000
651,2,3,3,Chennai,5360000
2590,4,4,0,Chennai,8295000
1635,5,6,2,Chennai,10580000
2230,3,4,2,Chennai,23595000
1780,3,4,2,Chennai,13930000
2646,3,3,3,Chennai,38840000
815,2,3,0,Chennai,3335000
2686,3,3,0,Chennai,24370000
2712,4,4,2,Chennai,30125000
677,1,1,1,Chennai,5985000
1450,2,3,3,Chennai,12405000
2171,3,3,2,Chennai,29900000
1421,3,4,1,Chennai,13080000
2486,5,5,1,Chennai,28240000
2092,3,4,3,Chennai,22505000
2543,3,3,3,Chennai,16780000
1268,3,4,0,Chennai,7775000
2577,3,3,0,Chennai,38640000
2818,3,3,0,Chennai,35250000
970,3,3,0,Chennai,5105000
2477,4,4,3,Chennai,34465000
1838,3,4,2,Chennai,28070000
1243,2,3,0,Chennai,9800000
1080,3,3,3,Chennai,7770000
2084,5,5,2,Chennai,25645000
2937,3,3,0,Chennai,27230000
3382,5,6,0,Chennai,47350000
1364,2,2,3,Chennai,12160000
2349,5,5,2,Chennai,34425000
3441,4,4,1,Chennai,45020000
2997,4,5,0,Chennai,33630000
1105,3,4,2,Chennai,8605000
520,1,2,0,Chennai,3100000
1289,2,2,3,Chennai,6595000
1295,2,2,0,Chennai,10915000
2213,3,4,2,Chennai,28505000
1574,4,4,0,Chennai,14840000
628,1,1,0,Chennai,7435000
1617,5,5,2,Chennai,17355000
1311,2,2,3,Chennai,12250000
1321,2,2,0,Chennai,6100000
1436,2,2,0,Chennai,11780000
3045,4,4,3,Chennai,34045000
2190,3,3,0,Chennai,16230000
1333,2,3,3,Chennai,10765000
637,2,3,3,Chennai,6230000
2958,5,6,1,Chennai,26520000
655,1,1,0,Chennai,3285000
1417,3,3,1,Chennai,11330000
862,2,3,1,Chennai,7860000
3169,3,4,3,Chennai,27575000
3039,3,3,0,Chennai,44665000
2419,3,3,3,Chennai,34275000
2060,3,3,1,Chennai,10475000
929,2,2,2,Chennai,6115000
1959,3,4,1,Chennai,19380000
2201,3,4,3,Chennai,25145000
1256,2,2,2,Chennai,10725000
2995,5,5,0,Chennai,35180000
1511,4,4,3,Chennai,16410000
1198,2,3,1,Chennai,10940000
1675,3,3,3,Chennai,14825000
708,1,1,0,Chennai,4105000
1023,3,3,1,Chennai,6485000
1872,4,4,0,Chennai,10820000
1240,2,2,2,Chennai,11365000
1107,2,3,3,Chennai,8365000
1571,4,4,1,Chennai,12935000
2788,3,4,1,Chennai,20175000
3115,4,5,1,Chennai,41750000
2887,3,4,2,Chennai,28165000
2865,3,3,1,Chennai,42780000
3076,3,3,3,Chennai,43800000
1192,2,3,3,Chennai,6325000
1066,2,2,0,Chennai,9190000
997,2,2,1,Chennai,10780000
1452,3,3,2,Chennai,11450000
1496,3,3,2,Chennai,14170000
3484,5,6,0,Chennai,35635000
3189,5,5,1,Chennai,44725000
1903,4,5,2,Chennai,14195000
1254,2,3,0,Chennai,16795000
607,2,3,0,Chennai,4475000
1349,2,2,2,Chennai,11920000
2401,3,3,2,Chennai,15710000
665,1,2,0,Chennai,5885000
1042,2,3,2,Chennai,6860000
3179,3,3,3,Chennai,28240000
1849,5,5,1,Chennai,22330000
1085,2,2,0,Chennai,7710000
2404,3,3,1,Chennai,33320000
1939,3,4,1,Chennai,13330000
2903,3,3,3,Chennai,39855000
635,1,2,3,Chennai,6725000
1120,2,3,3,Chennai,9405000
2553,5,6,2,Chennai,32200000
1774,3,4,0,Chennai,15525000
2052,4,4,2,Chennai,25145000
2401,3,3,2,Chennai,20190000
2927,3,3,2,Chennai,22460000
2032,3,3,1,Chennai,24220000
3022,4,4,0,Chennai,34650000
571,2,3,3,Chennai,4930000
2202,5,6,3,Chennai,34275000
807,3,3,2,Chennai,6850000
1365,2,2,3,Chennai,13460000
1117,3,3,1,Chennai,3615000
3024,3,3,0,Chennai,40755000
3014,3,3,2,Chennai,21710000
762,1,2,3,Chennai,6885000
2208,3,3,3,Chennai,21925000
3301,5,5,3,Chennai,42620000
3265,3,3,0,Chennai,41055000
2977,3,4,3,Chennai,35515000
1201,2,2,0,Chennai,12780000
1975,5,5,0,Chennai,20450000
911,3,3,1,Chennai,7025000
2665,4,4,2,Chennai,17165000
1516,3,4,0,Chennai,17975000
1757,4,4,2,Chennai,11390000
1219,3,3,3,Chennai,11620000
1520,4,4,2,Chennai,13695000
1375,2,2,2,Chennai,11585000
1183,2,3,3,Chennai,5690000
2145,4,4,0,Chennai,18690000
1988,3,3,0,Chennai,17570000
712,1,1,1,Chennai,3000000
2731,5,6,1,Chennai,33290000
2047,4,4,2,Chennai,21065000
605,1,1,2,Chennai,4980000
2788,4,4,0,Chennai,41045000
3022,4,4,2,Chennai,49490000
917,2,3,1,Chennai,10605000
1030,3,3,0,Chennai,8980000
2671,5,6,1,Chennai,24130000
2941,4,4,2,Chennai,57665000
2660,4,4,3,Chennai,32815000
1216,3,3,1,Chennai,13620000
2889,4,5,1,Nagpur,18230000
1058,2,2,2,Nagpur,2995000
1518,3,4,1,Nagpur,10150000
2757,3,4,3,Nagpur,17425000
1268,2,3,2,Nagpur,5185000
2184,4,5,3,Nagpur,11280000
2612,3,3,0,Nagpur,11715000
1449,3,3,2,Nagpur,8045000
904,3,3,2,Nagpur,4905000
1053,3,4,2,Nagpur,3595000
1567,5,5,3,Nagpur,9205000
1037,2,2,3,Nagpur,4395000
2305,3,3,0,Nagpur,14805000
2956,3,4,3,Nagpur,24805000
1378,3,3,3,Nagpur,4660000
2343,3,3,1,Nagpur,12975000
1003,2,2,3,Nagpur,3085000
886,2,2,1,Nagpur,2560000
3370,3,4,2,Nagpur,19355000
2083,4,4,0,Nagpur,15565000
753,1,1,2,Nagpur,3410000
2605,3,3,1,Nagpur,21950000
1700,5,5,2,Nagpur,8195000
1204,2,2,1,Nagpur,6000000
3153,3,3,1,Nagpur,22000000
760,1,1,1,Nagpur,3785000
727,1,2,0,Nagpur,3385000
3005,5,5,2,Nagpur,17140000
2487,3,3,0,Nagpur,14925000
3213,5,5,3,Nagpur,25185000
3006,3,3,2,Nagpur,16870000
2459,4,5,2,Nagpur,11240000
1917,3,4,1,Nagpur,8100000
2046,3,3,2,Nagpur,9705000
670,1,2,3,Nagpur,3505000
960,3,3,1,Nagpur,5455000
1892,4,4,1,Nagpur,7085000
1858,4,4,0,Nagpur,10840000
2331,4,4,2,Nagpur,11345000
1724,3,3,0,Nagpur,10265000
2798,4,4,3,Nagpur,12760000
2146,4,4,1,Nagpur,10865000
3290,5,5,2,Nagpur,14230000
2946,3,4,3,Nagpur,15865000
580,1,1,0,Nagpur,3115000
1219,2,2,0,Nagpur,6475000
2752,4,4,0,Nagpur,11920000
3371,5,6,0,Nagpur,20010000
506,1,1,3,Nagpur,2175000
2052,3,4,0,Nagpur,17345000
610,1,1,1,Nagpur,2410000
1849,3,3,0,Nagpur,7560000
1287,2,2,0,Nagpur,3780000
3041,5,5,2,Nagpur,14425000
2360,5,5,2,Nagpur,14430000
1874,3,3,0,Nagpur,6240000
1615,3,4,3,Nagpur,4835000
2114,3,3,0,Nagpur,14710000
1047,3,4,1,Nagpur,4865000
2305,4,4,2,Nagpur,12430000
774,1,2,0,Nagpur,2710000
1629,3,3,0,Nagpur,10915000
2604,4,5,0,Nagpur,17185000
3468,4,4,1,Nagpur,20055000
3019,5,6,1,Nagpur,15225000
1774,3,4,2,Nagpur,9615000
2787,4,4,3,Nagpur,14990000
3484,4,5,1,Nagpur,20785000
2517,3,4,3,Nagpur,16985000
2077,4,5,0,Nagpur,11595000
3100,4,4,3,Nagpur,16050000
3041,3,4,3,Nagpur,14930000
2442,5,5,2,Nagpur,15330000
3296,5,5,1,Nagpur,26925000
2481,3,4,1,Nagpur,13555000
2082,4,4,1,Nagpur,11715000
1125,2,3,3,Nagpur,2595000
2966,3,4,3,Nagpur,13330000
3208,3,3,1,Nagpur,21230000
1917,5,5,0,Nagpur,3430000
3281,5,5,0,Nagpur,21520000
2192,3,4,1,Nagpur,12340000
778,1,2,2,Nagpur,3180000
582,1,1,1,Nagpur,3355000
2064,4,4,2,Nagpur,15850000
1519,3,3,0,Nagpur,8445000
654,2,2,3,Nagpur,2350000
3324,4,4,3,Nagpur,26075000
1918,4,4,2,Nagpur,14255000
1799,3,4,2,Nagpur,8800000
1199,3,3,1,Nagpur,7500000
1792,5,6,3,Nagpur,13265000
825,2,2,3,Nagpur,2895000
1162,2,2,1,Nagpur,4270000
1957,4,5,0,Nagpur,12325000
1244,2,2,1,Nagpur,6960000
1008,3,3,2,Nagpur,4445000
1517,4,4,0,Nagpur,8365000
3074,4,4,3,Nagpur,23090000
3225,3,4,0,Nagpur,22235000
1158,2,2,3,Nagpur,6150000
1125,3,4,3,Nagpur,4595000
726,2,2,2,Nagpur,2885000
1088,3,4,3,Nagpur,5515000
2866,3,3,1,Nagpur,12965000
1224,2,2,3,Nagpur,8000000
847,2,2,1,Nagpur,2695000
849,2,3,0,Nagpur,4370000
2023,3,3,0,Nagpur,13135000
2652,5,5,2,Nagpur,24055000
2449,4,4,2,Nagpur,14435000
2123,3,3,3,Nagpur,10890000
2773,4,4,3,Nagpur,19450000
858,2,2,3,Nagpur,4565000
1043,3,3,3,Nagpur,3300000
552,1,1,0,Nagpur,3815000
1218,2,2,3,Nagpur,6070000
2460,5,5,3,Nagpur,14120000
1900,3,4,0,Nagpur,9035000
3041,3,4,3,Nagpur,12520000
698,1,2,2,Nagpur,3530000
1967,3,3,2,Nagpur,12905000
674,1,1,1,Nagpur,2265000
